Employee_ID,Full_Name,Age,Phone,Email,Department_Region,Status,Join_Date,Salary,Performance_Score,Remote_Work,Department,Region,Performance_Score_Num,Seniority_Years,Age_Group,Salary_Level
EMP-1012,Heidi Williams,30.0,2429543164,heidi.williams@example.com,HR-New York,Active,2024-03-05,89295.77,Excellent,False,HR,New York,4,1,25-34,Medium
EMP-1013,Grace Williams,30.0,2669300892,grace.williams@example.com,Finance-California,Active,2020-10-10,85666.84,Good,False,Finance,California,3,4,25-34,Medium
EMP-1014,Alice Garcia,25.0,1734206968,alice.garcia@example.com,Admin-Nevada,Active,2024-06-10,97633.68,Excellent,True,Admin,Nevada,4,1,<25,High
EMP-1015,Grace Jones,40.0,4215291085,grace.jones@example.com,Sales-Florida,Pending,2021-05-29,117975.49,Good,True,Sales,Florida,3,4,35-44,High
EMP-1016,Alice Brown,25.0,7713334475,alice.brown@example.com,DevOps-Illinois,Inactive,2024-04-23,94867.33,Poor,False,DevOps,Illinois,1,1,<25,Medium
EMP-1017,Grace Garcia,30.0,2639343625,grace.garcia@example.com,Finance-Texas,Pending,2024-11-28,100377.65,Average,True,Finance,Texas,2,0,25-34,High
EMP-1018,Charlie Garcia,30.0,2044397358,charlie.garcia@example.com,Cloud Tech-Nevada,Inactive,2024-09-19,94726.46,Excellent,False,Cloud Tech,Nevada,4,1,25-34,Medium
EMP-1019,Charlie Williams,35.0,7107256365,charlie.williams@example.com,Admin-Illinois,Pending,2020-01-02,91926.12,Average,True,Admin,Illinois,2,5,25-34,Medium
EMP-1020,Bob Miller,35.0,9411800536,bob.miller@example.com,HR-New York,Active,2021-05-08,111460.67,Excellent,True,HR,New York,4,4,25-34,High
EMP-1021,Bob Jones,40.0,5990048963,bob.jones@example.com,Cloud Tech-Illinois,Active,2020-09-19,96182.56,Good,False,Cloud Tech,Illinois,3,5,35-44,High
EMP-1022,Charlie Johnson,35.0,6528092427,charlie.johnson@example.com,Sales-Illinois,Inactive,2021-03-09,115023.94,Average,True,Sales,Illinois,2,4,25-34,High
EMP-1023,David Garcia,35.0,7572158623,david.garcia@example.com,Finance-Nevada,Pending,2022-02-03,80667.01,Excellent,False,Finance,Nevada,4,3,25-34,Medium
EMP-1024,Bob Brown,30.0,1502745643,bob.brown@example.com,Admin-Texas,Inactive,2020-02-13,91181.61,Good,True,Admin,Texas,3,5,25-34,Medium
EMP-1025,David Miller,25.0,9485625727,david.miller@example.com,Cloud Tech-Nevada,Pending,2020-04-30,66025.92,Average,False,Cloud Tech,Nevada,2,5,<25,Low
EMP-1026,Frank Miller,25.0,7032032073,frank.miller@example.com,Sales-New York,Inactive,2023-10-02,83979.01,Average,False,Sales,New York,2,2,<25,Medium
EMP-1027,Heidi Johnson,30.0,2761707586,heidi.johnson@example.com,Finance-Florida,Active,2020-07-12,56785.16,Excellent,True,Finance,Florida,4,5,25-34,Low
EMP-1028,Grace Garcia,40.0,7712151341,grace.garcia@example.com,Finance-Nevada,Active,2023-10-11,95741.88,Excellent,False,Finance,Nevada,4,1,35-44,High
EMP-1029,Alice Brown,40.0,2849939088,alice.brown@example.com,DevOps-California,Active,2021-05-24,63411.31,Excellent,True,DevOps,California,4,4,35-44,Low
EMP-1030,Charlie Jones,40.0,2613715040,charlie.jones@example.com,Admin-California,Inactive,2021-05-26,111214.02,Good,True,Admin,California,3,4,35-44,High
EMP-1031,Bob Smith,25.0,6591520176,bob.smith@example.com,DevOps-Illinois,Active,2020-07-10,114845.69,Excellent,True,DevOps,Illinois,4,5,<25,High
EMP-1032,Charlie Brown,40.0,7490509758,charlie.brown@example.com,Finance-Florida,Active,2024-11-05,78072.82,Average,False,Finance,Florida,2,0,35-44,Medium
EMP-1033,Grace Johnson,25.0,2304501895,grace.johnson@example.com,Finance-California,Inactive,2021-08-07,79610.52,Average,False,Finance,California,2,4,<25,Medium
EMP-1034,Heidi Miller,30.0,1642361031,heidi.miller@example.com,Admin-California,Active,2020-04-29,90542.62,Excellent,True,Admin,California,4,5,25-34,Medium
EMP-1035,Frank Jones,25.0,6642147648,frank.jones@example.com,Cloud Tech-Illinois,Inactive,2022-10-26,114357.1,Excellent,True,Cloud Tech,Illinois,4,2,<25,High
EMP-1036,Alice Brown,30.0,2515837766,alice.brown@example.com,Cloud Tech-New York,Active,2023-05-03,54757.26,Poor,False,Cloud Tech,New York,1,2,25-34,Low
EMP-1037,Grace Smith,25.0,4996165925,grace.smith@example.com,Sales-New York,Pending,2023-05-02,52781.92,Average,True,Sales,New York,2,2,<25,Low
EMP-1038,Frank Smith,35.0,6108573277,frank.smith@example.com,Admin-Nevada,Pending,2021-10-05,66708.02,Good,True,Admin,Nevada,3,4,25-34,Low
EMP-1039,Eva Williams,40.0,8147617421,eva.williams@example.com,HR-Texas,Active,2022-07-27,93481.15,Poor,False,HR,Texas,1,3,35-44,Medium
EMP-1040,Bob Williams,25.0,4386490809,bob.williams@example.com,Sales-New York,Pending,2021-06-27,59271.96,Excellent,True,Sales,New York,4,4,<25,Low
EMP-1041,Bob Davis,30.0,8186617944,bob.davis@example.com,HR-California,Active,2022-06-16,108362.15,Excellent,False,HR,California,4,3,25-34,High
EMP-1042,Alice Johnson,30.0,4918017225,alice.johnson@example.com,HR-Nevada,Active,2024-12-03,59400.38,Average,True,HR,Nevada,2,0,25-34,Low
EMP-1043,Bob Garcia,30.0,164597793,bob.garcia@example.com,Admin-California,Inactive,2023-05-23,64744.08,Excellent,False,Admin,California,4,2,25-34,Low
EMP-1044,Eva Brown,30.0,5232194167,eva.brown@example.com,Finance-California,Active,2020-07-08,94399.91,Good,True,Finance,California,3,5,25-34,Medium
EMP-1045,Alice Brown,25.0,61027768,alice.brown@example.com,HR-New York,Pending,2021-06-20,61310.74,Average,True,HR,New York,2,4,<25,Low
EMP-1046,Grace Garcia,30.0,7499564121,grace.garcia@example.com,Cloud Tech-Texas,Active,2024-12-13,98371.37,Excellent,False,Cloud Tech,Texas,4,0,25-34,High
EMP-1047,Alice Davis,35.0,310303722,alice.davis@example.com,Sales-Illinois,Active,2022-05-30,58921.19,Average,True,Sales,Illinois,2,3,25-34,Low
EMP-1048,Alice Miller,35.0,6831472759,alice.miller@example.com,Admin-Nevada,Active,2023-09-27,57195.55,Excellent,False,Admin,Nevada,4,2,25-34,Low
EMP-1049,Grace Miller,30.0,1227770792,grace.miller@example.com,DevOps-New York,Active,2024-11-05,61375.12,Excellent,True,DevOps,New York,4,0,25-34,Low
EMP-1050,Charlie Davis,40.0,3496050165,charlie.davis@example.com,Cloud Tech-New York,Pending,2021-11-11,104767.05,Excellent,False,Cloud Tech,New York,4,3,35-44,High
EMP-1051,David Miller,35.0,7998407677,david.miller@example.com,Admin-Nevada,Active,2022-02-22,111051.67,Good,False,Admin,Nevada,3,3,25-34,High
EMP-1052,David Williams,30.0,9973080694,david.williams@example.com,Finance-California,Inactive,2024-08-07,105674.18,Good,False,Finance,California,3,1,25-34,High
EMP-1053,Alice Brown,30.0,8146717956,alice.brown@example.com,Finance-California,Inactive,2024-11-05,54859.45,Average,False,Finance,California,2,0,25-34,Low
EMP-1054,Frank Davis,30.0,6024375737,frank.davis@example.com,Finance-Nevada,Pending,2021-11-09,115746.6,Excellent,True,Finance,Nevada,4,3,25-34,High
EMP-1055,Eva Brown,30.0,3959724664,eva.brown@example.com,Sales-California,Active,2020-08-10,91759.99,Excellent,True,Sales,California,4,5,25-34,Medium
EMP-1056,Frank Garcia,40.0,7293417222,frank.garcia@example.com,Sales-Illinois,Active,2022-02-27,112965.33,Good,False,Sales,Illinois,3,3,35-44,High
EMP-1057,Alice Smith,40.0,2971674337,alice.smith@example.com,Cloud Tech-Illinois,Pending,2023-11-07,100360.1,Excellent,False,Cloud Tech,Illinois,4,1,35-44,High
EMP-1058,David Williams,35.0,54522800,david.williams@example.com,Finance-Texas,Pending,2021-11-07,93620.88,Good,False,Finance,Texas,3,3,25-34,Medium
EMP-1059,Bob Jones,35.0,5619318373,bob.jones@example.com,Sales-California,Pending,2022-04-16,72832.8,Excellent,True,Sales,California,4,3,25-34,Low
EMP-1060,Charlie Williams,30.0,5508428909,charlie.williams@example.com,Finance-Nevada,Inactive,2023-10-19,102369.42,Average,True,Finance,Nevada,2,1,25-34,High
EMP-1061,Eva Davis,40.0,7711991807,eva.davis@example.com,Sales-Texas,Inactive,2021-08-10,64712.79,Excellent,True,Sales,Texas,4,4,35-44,Low
EMP-1062,Frank Jones,40.0,1213524786,frank.jones@example.com,Finance-Florida,Pending,2021-03-13,85782.18,Excellent,True,Finance,Florida,4,4,35-44,Medium
EMP-1063,Charlie Smith,25.0,1255213759,charlie.smith@example.com,HR-Illinois,Pending,2023-07-20,93348.26,Poor,False,HR,Illinois,1,2,<25,Medium
EMP-1064,David Davis,35.0,3754821455,david.davis@example.com,Admin-New York,Active,2020-02-20,53234.96,Good,False,Admin,New York,3,5,25-34,Low
EMP-1065,Bob Johnson,40.0,5328632665,bob.johnson@example.com,Finance-Nevada,Pending,2021-02-02,100284.21,Excellent,False,Finance,Nevada,4,4,35-44,High
EMP-1066,Grace Brown,30.0,7850720810,grace.brown@example.com,Admin-Nevada,Pending,2020-01-12,112486.19,Excellent,True,Admin,Nevada,4,5,25-34,High
EMP-1067,Bob Smith,40.0,5562606028,bob.smith@example.com,Admin-New York,Pending,2022-11-26,82518.49,Poor,True,Admin,New York,1,2,35-44,Medium
EMP-1068,Bob Brown,40.0,846684549,bob.brown@example.com,Admin-Florida,Pending,2022-12-23,119152.47,Poor,True,Admin,Florida,1,2,35-44,High
EMP-1069,Heidi Miller,30.0,4892673898,heidi.miller@example.com,DevOps-Illinois,Inactive,2024-08-28,113479.83,Good,False,DevOps,Illinois,3,1,25-34,High
EMP-1070,Charlie Johnson,40.0,7563410855,charlie.johnson@example.com,Finance-California,Active,2024-09-16,94636.3,Poor,False,Finance,California,1,1,35-44,Medium
EMP-1071,Heidi Johnson,30.0,2884318847,heidi.johnson@example.com,HR-Florida,Active,2024-01-01,70000.97,Average,True,HR,Florida,2,1,25-34,Low
EMP-1072,Frank Smith,30.0,5200894345,frank.smith@example.com,Cloud Tech-New York,Active,2021-04-18,76812.47,Poor,False,Cloud Tech,New York,1,4,25-34,Medium
EMP-1073,David Johnson,25.0,8105485100,david.johnson@example.com,Finance-Florida,Inactive,2023-01-16,82614.7,Average,True,Finance,Florida,2,2,<25,Medium
EMP-1074,Grace Jones,40.0,7490753997,grace.jones@example.com,Sales-Nevada,Active,2024-10-20,111645.97,Good,True,Sales,Nevada,3,0,35-44,High
EMP-1075,Heidi Johnson,25.0,9354492682,heidi.johnson@example.com,HR-California,Inactive,2024-10-13,112414.91,Good,False,HR,California,3,0,<25,High
EMP-1076,David Brown,40.0,1589357125,david.brown@example.com,Admin-California,Inactive,2022-09-21,52031.74,Good,True,Admin,California,3,3,35-44,Low
EMP-1077,Grace Brown,30.0,6110627370,grace.brown@example.com,Finance-New York,Pending,2022-12-29,51887.65,Good,False,Finance,New York,3,2,25-34,Low
EMP-1078,Alice Davis,25.0,5869886496,alice.davis@example.com,DevOps-Florida,Active,2024-11-10,82318.89,Good,True,DevOps,Florida,3,0,<25,Medium
EMP-1079,Grace Brown,35.0,6776228276,grace.brown@example.com,Admin-Florida,Inactive,2021-11-22,103286.08,Average,False,Admin,Florida,2,3,25-34,High
EMP-1080,Grace Davis,35.0,2881377027,grace.davis@example.com,Cloud Tech-Florida,Active,2024-03-14,87759.33,Average,False,Cloud Tech,Florida,2,1,25-34,Medium
EMP-1081,Frank Brown,30.0,5196115939,frank.brown@example.com,DevOps-Texas,Pending,2020-03-23,102796.32,Good,False,DevOps,Texas,3,5,25-34,High
EMP-1082,David Jones,25.0,8215454469,david.jones@example.com,Sales-New York,Active,2020-09-15,83149.27,Poor,True,Sales,New York,1,5,<25,Medium
EMP-1083,David Garcia,40.0,2296044326,david.garcia@example.com,DevOps-California,Inactive,2020-12-09,92412.49,Excellent,True,DevOps,California,4,4,35-44,Medium
EMP-1084,Bob Davis,30.0,185106793,bob.davis@example.com,HR-Texas,Pending,2020-02-22,115022.1,Good,False,HR,Texas,3,5,25-34,High
EMP-1085,Grace Williams,40.0,9756792286,grace.williams@example.com,DevOps-New York,Active,2023-04-27,98343.01,Poor,False,DevOps,New York,1,2,35-44,High
EMP-1086,Bob Miller,35.0,7725199662,bob.miller@example.com,DevOps-Illinois,Active,2024-06-18,118869.1,Excellent,True,DevOps,Illinois,4,1,25-34,High
EMP-1087,Frank Smith,30.0,6580741208,frank.smith@example.com,Finance-Nevada,Inactive,2020-05-21,85417.26,Good,True,Finance,Nevada,3,5,25-34,Medium
EMP-1088,Grace Brown,40.0,4818139889,grace.brown@example.com,Cloud Tech-Florida,Inactive,2023-07-25,112410.25,Good,True,Cloud Tech,Florida,3,2,35-44,High
EMP-1089,Charlie Johnson,40.0,9837801819,charlie.johnson@example.com,Admin-Nevada,Pending,2023-08-25,68905.77,Average,False,Admin,Nevada,2,2,35-44,Low
EMP-1090,Heidi Garcia,40.0,4339718955,heidi.garcia@example.com,Finance-Nevada,Pending,2021-07-03,72561.32,Excellent,True,Finance,Nevada,4,4,35-44,Low
EMP-1091,Bob Brown,35.0,9070562607,bob.brown@example.com,Finance-New York,Inactive,2023-03-13,92723.22,Excellent,True,Finance,New York,4,2,25-34,Medium
EMP-1092,Alice Johnson,40.0,5641118241,alice.johnson@example.com,HR-New York,Inactive,2021-03-10,74837.75,Poor,False,HR,New York,1,4,35-44,Low
EMP-1093,Eva Miller,30.0,2412462094,eva.miller@example.com,DevOps-California,Pending,2020-01-21,86163.91,Average,True,DevOps,California,2,5,25-34,Medium
EMP-1094,David Miller,40.0,2004615264,david.miller@example.com,Finance-Illinois,Active,2023-11-15,83326.52,Average,True,Finance,Illinois,2,1,35-44,Medium
EMP-1095,Heidi Miller,25.0,4610339936,heidi.miller@example.com,Cloud Tech-California,Active,2022-04-08,98425.1,Average,True,Cloud Tech,California,2,3,<25,High
EMP-1096,Frank Johnson,40.0,8861405785,frank.johnson@example.com,Sales-Illinois,Inactive,2022-05-21,119764.2,Average,False,Sales,Illinois,2,3,35-44,High
EMP-1097,Frank Brown,40.0,1706304890,frank.brown@example.com,HR-California,Inactive,2021-04-17,58445.91,Excellent,False,HR,California,4,4,35-44,Low
EMP-1098,Bob Miller,30.0,3824967182,bob.miller@example.com,DevOps-New York,Active,2021-03-19,101702.33,Excellent,False,DevOps,New York,4,4,25-34,High
EMP-1099,Eva Jones,25.0,2582386869,eva.jones@example.com,Admin-California,Active,2022-01-09,85155.05639558233,Good,False,Admin,California,3,3,<25,Medium
EMP-1100,Charlie Davis,35.0,794200748,charlie.davis@example.com,Cloud Tech-Texas,Pending,2021-08-21,98819.22,Good,False,Cloud Tech,Texas,3,4,25-34,High
EMP-1101,Heidi Johnson,25.0,4653984027,heidi.johnson@example.com,Cloud Tech-Illinois,Inactive,2022-08-19,83509.99,Average,False,Cloud Tech,Illinois,2,3,<25,Medium
EMP-1102,Alice Johnson,35.0,9141612845,alice.johnson@example.com,Finance-Texas,Active,2022-03-31,84422.26,Average,False,Finance,Texas,2,3,25-34,Medium
EMP-1103,Alice Brown,30.0,3985547434,alice.brown@example.com,Admin-Illinois,Inactive,2020-06-23,119574.27,Average,True,Admin,Illinois,2,5,25-34,High
EMP-1104,Grace Johnson,30.0,5379502096,grace.johnson@example.com,Sales-Illinois,Active,2024-05-07,86580.08,Good,True,Sales,Illinois,3,1,25-34,Medium
EMP-1105,Heidi Johnson,35.0,26876810,heidi.johnson@example.com,Sales-Florida,Inactive,2023-03-10,93471.91,Poor,False,Sales,Florida,1,2,25-34,Medium
EMP-1106,Bob Miller,30.0,8071569561,bob.miller@example.com,DevOps-New York,Inactive,2023-09-14,55683.12,Poor,True,DevOps,New York,1,2,25-34,Low
EMP-1107,Bob Brown,30.0,175370303,bob.brown@example.com,Cloud Tech-Florida,Inactive,2023-11-12,91566.78,Good,True,Cloud Tech,Florida,3,1,25-34,Medium
EMP-1108,David Miller,35.0,5319433749,david.miller@example.com,DevOps-California,Pending,2024-10-26,81782.19,Good,False,DevOps,California,3,0,25-34,Medium
EMP-1109,Eva Davis,30.0,4793036148,eva.davis@example.com,DevOps-New York,Inactive,2020-08-23,88119.37,Good,True,DevOps,New York,3,5,25-34,Medium
EMP-1110,Eva Garcia,30.0,8728399920,eva.garcia@example.com,Cloud Tech-Texas,Active,2024-06-11,71532.83,Good,True,Cloud Tech,Texas,3,1,25-34,Low
EMP-1111,Eva Davis,40.0,9212493842,eva.davis@example.com,Cloud Tech-Florida,Pending,2021-09-14,98981.36,Good,True,Cloud Tech,Florida,3,4,35-44,High
EMP-1112,Heidi Garcia,40.0,894870604,heidi.garcia@example.com,Cloud Tech-Illinois,Active,2024-12-26,80242.01,Good,True,Cloud Tech,Illinois,3,0,35-44,Medium
EMP-1113,Eva Miller,25.0,6641877579,eva.miller@example.com,Cloud Tech-New York,Pending,2024-09-08,110236.18,Average,True,Cloud Tech,New York,2,1,<25,High
EMP-1114,Alice Davis,35.0,3046875062,alice.davis@example.com,Sales-Texas,Active,2022-08-21,86327.47,Average,False,Sales,Texas,2,3,25-34,Medium
EMP-1115,Eva Brown,30.0,5190361331,eva.brown@example.com,Sales-Florida,Pending,2024-07-25,84420.81,Average,False,Sales,Florida,2,1,25-34,Medium
EMP-1116,Frank Smith,40.0,5411076094,frank.smith@example.com,HR-California,Pending,2020-08-02,110041.32,Average,False,HR,California,2,5,35-44,High
EMP-1117,Heidi Miller,35.0,4317350582,heidi.miller@example.com,DevOps-Florida,Pending,2020-03-16,81837.81,Good,True,DevOps,Florida,3,5,25-34,Medium
EMP-1118,Frank Garcia,25.0,1997179109,frank.garcia@example.com,Finance-Illinois,Active,2023-09-08,110855.72,Poor,False,Finance,Illinois,1,2,<25,High
EMP-1119,Alice Jones,30.0,651207048,alice.jones@example.com,Sales-California,Pending,2024-03-29,84894.52,Excellent,True,Sales,California,4,1,25-34,Medium
EMP-1120,Alice Garcia,30.0,6110804660,alice.garcia@example.com,HR-Illinois,Active,2021-08-12,80668.13,Good,True,HR,Illinois,3,4,25-34,Medium
EMP-1121,Bob Jones,25.0,9639907675,bob.jones@example.com,DevOps-Illinois,Active,2023-12-24,61086.47,Excellent,True,DevOps,Illinois,4,1,<25,Low
EMP-1122,Grace Johnson,25.0,9915078592,grace.johnson@example.com,Admin-Texas,Inactive,2020-08-28,95339.68,Poor,True,Admin,Texas,1,5,<25,High
EMP-1123,Eva Davis,30.0,1109193927,eva.davis@example.com,DevOps-California,Inactive,2024-09-05,83774.97,Average,False,DevOps,California,2,1,25-34,Medium
EMP-1124,Heidi Jones,30.0,4567972319,heidi.jones@example.com,Admin-Florida,Active,2023-05-12,85576.86,Poor,False,Admin,Florida,1,2,25-34,Medium
EMP-1125,Bob Garcia,35.0,249685497,bob.garcia@example.com,Finance-California,Pending,2021-07-01,107438.46,Good,True,Finance,California,3,4,25-34,High
EMP-1126,Eva Johnson,30.0,2274954507,eva.johnson@example.com,Sales-Nevada,Inactive,2024-11-07,60401.68,Average,False,Sales,Nevada,2,0,25-34,Low
EMP-1127,Frank Smith,35.0,9203880652,frank.smith@example.com,Sales-Illinois,Inactive,2022-07-21,115299.66,Good,True,Sales,Illinois,3,3,25-34,High
EMP-1128,David Brown,30.0,3315377958,david.brown@example.com,Finance-New York,Inactive,2020-03-30,72272.34,Average,False,Finance,New York,2,5,25-34,Low
EMP-1129,Grace Brown,40.0,9594652169,grace.brown@example.com,DevOps-Nevada,Active,2022-10-11,117537.71,Excellent,False,DevOps,Nevada,4,2,35-44,High
EMP-1130,Frank Brown,25.0,7303379336,frank.brown@example.com,Finance-Texas,Pending,2022-07-24,51074.33,Excellent,True,Finance,Texas,4,3,<25,Low
EMP-1131,Charlie Jones,25.0,5636205014,charlie.jones@example.com,Finance-California,Inactive,2023-06-30,98489.32,Excellent,False,Finance,California,4,2,<25,High
EMP-1132,Frank Smith,30.0,812473949,frank.smith@example.com,Finance-California,Pending,2024-01-11,112120.71,Poor,True,Finance,California,1,1,25-34,High
EMP-1133,Alice Jones,30.0,334234257,alice.jones@example.com,Cloud Tech-New York,Pending,2023-11-02,114465.04,Good,False,Cloud Tech,New York,3,1,25-34,High
EMP-1134,Bob Davis,40.0,3230241025,bob.davis@example.com,Cloud Tech-Nevada,Pending,2024-11-22,57035.51,Poor,True,Cloud Tech,Nevada,1,0,35-44,Low
EMP-1135,Eva Jones,25.0,1534735527,eva.jones@example.com,Cloud Tech-California,Active,2021-08-23,75092.43,Excellent,True,Cloud Tech,California,4,4,<25,Medium
EMP-1136,David Smith,30.0,9611223385,david.smith@example.com,Finance-Illinois,Pending,2024-06-11,62603.98,Good,False,Finance,Illinois,3,1,25-34,Low
EMP-1137,Grace Smith,30.0,5596309937,grace.smith@example.com,DevOps-New York,Inactive,2023-04-09,60018.24,Excellent,False,DevOps,New York,4,2,25-34,Low
EMP-1138,Eva Davis,40.0,4253042896,eva.davis@example.com,HR-Nevada,Active,2024-07-05,82567.73,Poor,True,HR,Nevada,1,1,35-44,Medium
EMP-1139,Charlie Smith,25.0,3179128684,charlie.smith@example.com,Finance-California,Pending,2021-09-04,94725.71,Poor,False,Finance,California,1,4,<25,Medium
EMP-1140,Eva Garcia,40.0,7872558776,eva.garcia@example.com,HR-New York,Inactive,2024-10-13,83824.56,Poor,False,HR,New York,1,0,35-44,Medium
EMP-1141,Frank Smith,30.0,4969033372,frank.smith@example.com,HR-Nevada,Inactive,2020-02-14,118456.11,Excellent,True,HR,Nevada,4,5,25-34,High
EMP-1142,Eva Brown,25.0,6346692547,eva.brown@example.com,Sales-Nevada,Pending,2020-04-10,113743.19,Good,True,Sales,Nevada,3,5,<25,High
EMP-1143,Eva Garcia,30.0,1214785389,eva.garcia@example.com,Sales-California,Active,2023-07-27,63309.24,Good,False,Sales,California,3,2,25-34,Low
EMP-1144,Charlie Garcia,25.0,7895677664,charlie.garcia@example.com,DevOps-Nevada,Active,2021-09-24,105202.73,Excellent,True,DevOps,Nevada,4,4,<25,High
EMP-1145,Frank Davis,30.0,7546027340,frank.davis@example.com,Cloud Tech-California,Inactive,2024-03-10,79085.22,Good,True,Cloud Tech,California,3,1,25-34,Medium
EMP-1146,Frank Williams,30.0,5148881430,frank.williams@example.com,Sales-California,Active,2021-06-10,113983.43,Excellent,True,Sales,California,4,4,25-34,High
EMP-1147,Eva Williams,35.0,1150835353,eva.williams@example.com,Cloud Tech-Florida,Active,2020-10-15,102790.6,Good,False,Cloud Tech,Florida,3,4,25-34,High
EMP-1148,Grace Smith,30.0,4439284043,grace.smith@example.com,HR-Texas,Inactive,2020-01-29,68512.1,Average,False,HR,Texas,2,5,25-34,Low
EMP-1149,Frank Garcia,35.0,5669078262,frank.garcia@example.com,Sales-Florida,Pending,2022-01-30,57584.23,Average,True,Sales,Florida,2,3,25-34,Low
EMP-1150,Alice Williams,30.0,3373898774,alice.williams@example.com,Sales-California,Pending,2021-03-29,95335.67,Poor,False,Sales,California,1,4,25-34,Medium
EMP-1151,Heidi Williams,35.0,1536637779,heidi.williams@example.com,DevOps-Florida,Active,2020-10-13,53174.28,Average,True,DevOps,Florida,2,4,25-34,Low
EMP-1152,Heidi Smith,25.0,5292407552,heidi.smith@example.com,Cloud Tech-New York,Pending,2020-10-04,77205.21,Average,False,Cloud Tech,New York,2,5,<25,Medium
EMP-1153,Grace Williams,30.0,6668459089,grace.williams@example.com,DevOps-Nevada,Active,2024-12-18,79041.92,Average,True,DevOps,Nevada,2,0,25-34,Medium
EMP-1154,Heidi Jones,30.0,2259999662,heidi.jones@example.com,Finance-California,Active,2023-11-14,75937.1,Excellent,True,Finance,California,4,1,25-34,Medium
EMP-1155,David Johnson,35.0,6186371596,david.johnson@example.com,Cloud Tech-Nevada,Inactive,2023-01-20,113118.73,Average,False,Cloud Tech,Nevada,2,2,25-34,High
EMP-1156,Alice Davis,40.0,4121820969,alice.davis@example.com,HR-New York,Active,2024-10-02,107693.38,Average,True,HR,New York,2,1,35-44,High
EMP-1157,David Johnson,30.0,2316433480,david.johnson@example.com,Cloud Tech-Texas,Inactive,2021-05-13,119217.46,Poor,False,Cloud Tech,Texas,1,4,25-34,High
EMP-1158,David Smith,25.0,7058025661,david.smith@example.com,Sales-New York,Pending,2021-03-18,106913.71,Average,False,Sales,New York,2,4,<25,High
EMP-1159,Charlie Brown,30.0,1286716322,charlie.brown@example.com,Cloud Tech-California,Active,2020-09-23,87815.08,Average,True,Cloud Tech,California,2,5,25-34,Medium
EMP-1160,Bob Davis,25.0,4672994937,bob.davis@example.com,Admin-Texas,Inactive,2024-06-05,105190.21,Good,True,Admin,Texas,3,1,<25,High
EMP-1161,Alice Smith,30.0,7430271692,alice.smith@example.com,HR-Texas,Active,2024-02-28,79467.24,Poor,False,HR,Texas,1,1,25-34,Medium
EMP-1162,Bob Garcia,40.0,8597779013,bob.garcia@example.com,Finance-California,Pending,2023-04-30,57633.78,Poor,True,Finance,California,1,2,35-44,Low
EMP-1163,Alice Brown,30.0,7546926328,alice.brown@example.com,HR-Florida,Pending,2020-03-04,54257.78,Poor,True,HR,Florida,1,5,25-34,Low
EMP-1164,Grace Johnson,40.0,6762916031,grace.johnson@example.com,DevOps-Texas,Inactive,2023-12-29,113679.06,Poor,True,DevOps,Texas,1,1,35-44,High
EMP-1165,Bob Smith,35.0,4841376814,bob.smith@example.com,Sales-New York,Active,2020-09-15,69251.12,Poor,True,Sales,New York,1,5,25-34,Low
